Wavelength,l
1891.6302867473619,1.0879157468953875
1894.3289954332909,1.0797962732306488
1897.0277041192198,1.059497589068802
1899.7264128051486,1.0473183785716937
1902.4251214910776,1.0513781154040633
1905.1238301770065,1.0513781154040633
1907.8225388629353,1.059497589068802
1910.5212475488643,1.0635573259011712
1913.219956234793,1.0676170627335408
1915.918664920722,1.0635573259011712
1918.617373606651,1.059497589068802
1921.3160822925797,1.059497589068802
1924.0147909785087,1.0635573259011712
1926.7134996644377,1.07167679956591
1929.4122083503664,1.0797962732306488
1932.1109170362954,1.0838560100630183
1934.8096257222244,1.0838560100630183
1937.5083344081531,1.0879157468953875
1940.207043094082,1.091975483727757
1942.905751780011,1.091975483727757
1945.6044604659398,1.091975483727757
1948.3031691518688,1.0838560100630183
1951.0018778377976,1.0797962732306488
1953.7005865237265,1.07167679956591
1956.3992952096555,1.0676170627335408
1959.0980038955843,1.0554378522364325
1961.7967125815132,1.0473183785716937
1964.4954212674422,1.059497589068802
1967.194129953371,1.07167679956591
1969.8928386393,1.07167679956591
1972.591547325229,1.0960352205601263
1975.2902560111577,1.13663258888382
1977.9889646970867,1.1569312730456671
1980.6876733830154,1.169110483542775
1983.3863820689444,1.1650507467104054
1986.0850907548734,1.1650507467104054
1988.783799440802,1.1569312730456671
1991.4825081267313,1.1609910098780363
1994.1812168126598,1.169110483542775
1996.8799254985888,1.1731702203751442
1999.5786341845178,1.1772299572075138
2002.2773428704468,1.1853494308722525
